,ambition1,confidence1,patience1,kindness1,creativity1,resposibility1,optimism1,courage1,modesty1,perseverance1,ambition2,confidence2,patience2,kindness2,creativity2,resposibility2,optimism2,courage2,modesty2,perseverance2,match
659,0.46,0.66,0.92,0.24,0.68,0.98,0.51,0.79,0.74,0.19,0.02,0.34,0.93,0.54,0.22,0.46,0.34,0.6,0.46,0.82,1
660,0.72,0.07,0.12,0.17,0.79,0.25,0.9,0.74,0.42,0.73,0.23,0.67,0.32,0.53,0.2,0.52,0.61,0.96,0.82,0.79,1
661,0.87,0.49,0.01,0.61,0.85,0.3,0.32,0.43,0.63,0.98,0.54,0.06,0.48,0.4,0.58,0.48,0.23,0.24,0.09,0.0,1
662,0.92,0.83,0.29,0.35,0.62,0.6,1.0,0.94,0.18,0.9,0.38,0.94,0.82,0.93,0.91,0.5,0.85,0.82,0.41,0.89,0
663,0.43,0.45,0.41,0.34,0.31,0.92,0.96,0.09,0.53,0.28,0.1,0.34,0.63,0.39,0.56,0.95,0.73,0.95,0.04,0.23,1
664,0.66,0.5,0.74,0.33,0.96,0.09,0.76,0.85,0.61,0.49,0.53,0.39,0.17,0.08,0.52,0.19,0.02,0.42,0.43,0.02,1
665,0.88,0.13,0.44,0.0,0.8,0.39,0.94,0.76,0.07,0.26,0.29,0.84,0.25,0.84,0.76,0.44,0.02,0.04,0.91,0.13,0
666,0.44,0.37,0.21,0.82,0.83,0.64,0.85,0.7,0.62,0.38,0.24,0.67,0.69,0.79,0.83,0.34,0.21,0.87,0.16,0.97,1
667,0.37,0.46,1.0,0.72,0.64,0.69,0.59,0.54,0.94,0.01,0.09,1.0,0.93,0.85,0.44,0.84,0.58,0.14,0.83,0.85,1
668,0.7,0.37,0.36,0.54,0.54,0.29,0.39,0.1,0.64,0.55,0.59,0.63,0.8,1.0,0.49,0.74,0.23,0.23,0.67,0.78,1
669,0.7,0.29,0.29,0.08,0.33,0.96,0.88,0.49,0.03,0.21,0.3,0.92,0.9,0.35,0.1,0.95,0.01,0.01,0.56,0.16,0
670,0.92,0.52,0.52,0.31,0.68,0.1,0.67,0.62,0.81,0.98,0.5,0.09,0.75,0.64,0.3,0.21,0.69,0.59,0.5,0.81,1
671,0.33,0.74,0.65,0.06,0.9,0.97,0.41,0.81,0.97,0.09,0.31,0.56,0.98,0.0,0.43,0.74,0.03,0.18,0.69,0.79,1
672,0.99,0.39,0.84,1.0,0.16,0.2,0.21,0.92,0.92,0.99,0.61,0.47,0.96,0.15,0.74,0.59,0.78,0.44,0.16,0.12,0
673,0.86,0.31,0.03,0.14,0.65,0.38,0.23,0.36,0.76,0.32,0.6,0.19,0.79,0.31,0.03,0.33,0.11,0.46,0.4,0.09,1
674,0.99,0.34,0.55,0.63,0.25,0.25,0.03,0.6,0.77,0.08,0.68,1.0,0.22,0.75,0.38,0.28,0.27,0.08,0.16,0.37,0
675,0.67,0.59,0.75,0.37,0.93,0.17,0.15,0.33,0.07,0.65,0.1,0.25,0.19,0.86,0.8,0.32,0.67,0.11,0.66,0.79,0
676,0.95,0.46,0.22,0.4,0.45,0.08,0.13,0.09,0.36,0.09,0.54,0.36,0.77,0.54,0.16,0.96,0.78,0.08,0.05,1.0,0
677,0.85,0.09,0.91,0.2,0.95,0.14,0.04,0.96,0.29,0.64,0.6,0.3,0.32,0.17,0.25,0.81,0.47,0.03,0.51,0.32,0
678,0.85,0.03,0.15,0.95,0.01,0.78,0.08,0.07,0.34,0.99,0.42,0.9,0.98,0.42,0.18,0.68,0.69,0.66,0.59,0.89,0
679,0.19,0.18,0.28,0.25,0.16,0.04,0.29,0.63,0.37,0.54,0.18,0.95,0.24,0.76,0.49,0.65,1.0,0.38,0.78,0.92,0
680,1.0,0.11,0.48,0.78,0.67,0.43,0.56,0.92,0.17,0.61,0.67,0.81,0.9,0.24,0.42,0.76,0.57,0.65,0.31,0.26,1
681,0.94,0.48,0.7,0.1,0.38,0.16,0.77,0.91,0.31,0.46,0.84,0.64,0.99,1.0,0.42,0.23,0.23,0.77,0.84,0.12,0
682,0.93,0.34,0.29,0.52,0.01,0.53,0.3,0.21,0.67,0.34,0.42,0.87,0.72,0.16,0.05,0.15,0.03,0.13,0.71,0.11,1
683,0.97,0.48,0.85,0.18,0.71,0.57,0.59,0.77,0.6,0.7,0.68,0.13,0.25,0.25,0.09,0.51,0.5,0.84,0.8,0.25,1
684,0.78,0.07,0.92,0.21,0.47,0.12,0.74,0.36,0.52,0.02,0.32,0.9,0.39,0.09,0.25,0.88,0.97,0.57,0.73,0.7,0
685,0.76,0.52,0.66,0.28,0.83,0.27,0.15,0.88,0.67,0.78,0.51,0.12,0.88,0.26,0.87,0.83,0.54,0.97,0.51,0.22,1
686,0.85,0.4,0.27,0.9,0.3,0.06,0.2,0.4,0.06,0.08,0.17,0.84,0.88,0.04,0.41,0.44,0.23,0.08,0.36,0.38,0
687,0.79,0.72,0.73,0.9,0.44,0.09,0.27,0.84,0.61,0.57,0.24,0.48,0.23,0.89,0.61,0.34,0.34,0.55,0.25,0.69,1
688,0.69,0.18,0.91,0.16,0.38,0.78,0.32,0.37,0.43,0.45,0.33,0.3,0.56,0.05,0.73,0.23,0.07,0.58,0.63,0.91,1
689,0.42,0.7,0.72,0.75,0.85,0.15,0.14,0.47,0.94,0.04,0.05,0.95,0.52,0.89,0.97,0.56,0.11,0.06,0.01,0.55,1
690,0.9,0.34,0.31,0.56,0.91,0.94,0.81,0.53,0.77,0.69,0.78,0.49,0.49,0.31,0.06,0.57,0.28,0.47,0.98,0.87,1
691,0.81,0.68,0.74,0.96,0.97,0.77,0.96,0.08,0.74,0.82,0.4,0.22,0.98,0.16,1.0,0.69,0.28,0.38,0.36,0.59,1
692,0.7,0.86,0.61,0.81,0.82,0.91,0.68,0.91,0.88,0.66,0.46,0.75,0.55,0.06,0.25,0.21,0.15,0.11,0.8,0.63,0
693,0.42,0.96,0.61,0.71,0.57,1.0,0.29,0.08,0.11,0.2,0.04,0.43,0.6,0.69,0.16,0.33,0.48,0.7,0.62,0.76,0
694,0.92,0.95,0.28,0.49,0.51,0.15,0.06,0.09,0.35,0.09,0.28,0.06,0.51,0.39,0.67,0.81,0.04,0.26,0.45,0.18,0
695,0.96,0.1,0.4,0.01,0.66,0.39,0.04,0.36,0.89,0.33,0.88,0.75,0.9,0.07,0.71,0.56,0.6,0.85,0.95,0.95,0
696,0.81,0.03,0.65,0.04,0.42,0.24,0.33,0.71,0.53,0.62,0.78,0.76,0.63,0.35,0.71,0.07,0.21,0.17,0.27,0.61,1
697,0.6,0.68,0.36,0.21,0.7,0.21,0.64,0.21,0.7,0.36,0.38,0.81,0.93,0.72,0.94,0.4,0.7,0.86,0.33,1.0,0
698,0.85,0.94,0.14,0.9,0.13,0.91,0.87,0.46,0.0,0.2,0.72,0.13,0.64,0.67,0.35,0.79,0.47,0.46,0.81,0.31,1
699,0.48,0.44,0.78,0.79,0.4,0.42,0.1,0.53,0.63,0.06,0.24,0.75,0.51,0.53,0.66,0.96,0.47,0.95,0.14,0.47,1
700,0.97,0.3,0.17,1.0,0.74,0.81,0.35,0.67,0.68,0.47,0.61,0.34,0.89,0.86,0.93,0.82,0.75,0.89,0.95,0.12,1
701,0.9,0.05,0.83,0.63,0.01,0.67,0.67,0.94,0.63,0.24,0.11,0.82,0.48,0.43,0.27,0.5,0.42,0.49,0.82,0.04,1
702,0.99,0.32,0.6,0.05,0.19,0.07,0.69,0.45,0.05,0.32,0.7,0.71,0.1,0.4,0.25,0.81,0.06,0.54,0.3,0.89,0
703,0.99,0.64,0.91,0.9,0.99,0.61,0.92,0.77,0.62,0.76,0.16,0.13,0.09,0.13,0.74,0.99,0.76,0.22,0.64,0.0,0
704,0.97,0.33,0.96,0.59,0.12,0.51,0.13,0.07,0.01,0.85,0.7,0.87,0.8,0.08,0.36,0.46,0.53,0.17,0.82,0.68,0
705,0.69,0.62,0.04,0.95,0.25,0.62,0.31,0.43,0.21,0.83,0.31,0.14,0.24,0.48,0.65,1.0,0.62,0.94,0.19,0.26,1
706,0.76,0.47,0.98,0.49,0.03,0.5,0.75,0.54,0.81,0.92,0.35,0.71,0.41,0.64,0.52,0.66,0.45,0.13,0.56,0.88,1
707,0.81,0.33,0.31,0.93,0.03,0.4,0.66,0.87,0.53,0.25,0.12,0.92,0.56,0.88,0.46,0.79,0.96,0.35,0.2,0.79,0
708,0.25,0.39,0.94,0.25,0.32,0.52,0.97,0.8,0.54,0.36,0.03,0.93,0.58,0.12,0.16,0.11,0.75,0.5,0.89,0.21,1
709,0.75,0.86,0.36,0.44,0.0,0.55,0.13,0.07,0.53,0.56,0.22,0.25,0.84,0.95,0.34,0.83,0.71,0.77,0.16,0.11,0
710,0.39,0.39,0.18,0.09,0.98,0.66,0.44,0.61,0.56,0.11,0.37,0.07,0.0,0.95,0.51,0.55,0.56,0.43,0.93,0.52,1
711,0.42,0.63,0.97,0.2,0.49,0.18,0.3,0.65,0.89,0.55,0.3,0.81,0.69,0.79,0.2,0.66,0.6,0.15,0.27,0.7,1
712,0.77,0.97,0.64,0.08,0.84,0.53,0.83,0.29,0.17,0.02,0.22,0.61,0.45,0.86,0.49,0.14,0.94,0.44,0.25,0.33,1
713,0.44,0.48,0.54,0.26,0.36,0.31,0.16,0.15,0.7,0.96,0.21,0.0,0.44,0.72,0.04,0.93,0.71,0.62,0.18,0.74,0
714,0.82,0.02,0.3,0.61,0.23,0.89,0.79,0.0,0.68,0.42,0.69,0.88,0.45,0.55,0.85,0.06,0.45,0.87,0.06,0.76,0
715,0.64,0.39,0.39,0.28,0.8,0.0,0.87,0.43,1.0,0.18,0.02,0.93,0.09,0.49,0.62,0.82,0.33,0.5,0.7,0.7,0
716,0.49,0.76,0.48,0.05,0.85,0.03,0.31,0.14,0.69,0.46,0.22,0.11,0.36,0.78,0.78,0.63,0.67,0.11,0.32,0.87,0
717,0.74,0.08,0.94,1.0,0.03,0.8,0.65,0.38,0.26,0.64,0.08,0.75,0.89,0.93,0.29,0.75,0.26,0.93,0.93,0.58,0
718,0.9,0.52,0.22,0.96,0.42,0.43,0.05,0.55,0.55,0.25,0.76,0.71,0.18,0.75,0.12,0.32,0.8,0.2,0.5,0.05,1
719,0.86,0.22,0.01,0.38,0.63,0.64,0.23,0.58,0.66,0.47,0.22,0.19,0.52,0.39,0.62,0.17,0.9,0.2,0.06,0.41,0
720,0.51,0.86,0.87,0.22,0.02,0.89,0.0,0.14,0.34,0.47,0.43,0.87,0.69,0.84,0.61,0.93,0.36,0.9,0.92,0.73,0
721,0.95,0.3,0.1,0.05,0.82,0.55,0.64,0.3,0.44,0.3,0.62,0.02,0.89,0.65,0.88,0.99,0.93,0.93,0.37,0.17,0
722,0.15,0.87,0.13,0.52,0.26,0.2,0.88,0.65,0.97,0.92,0.03,0.95,0.22,0.38,0.03,0.07,0.31,0.22,0.57,0.6,1
723,0.68,0.08,0.59,0.77,0.11,0.33,0.64,0.59,0.67,0.2,0.5,0.21,0.76,0.79,0.7,0.22,0.66,0.63,0.07,0.88,0
724,0.68,0.96,0.33,0.65,0.49,0.14,0.54,0.48,0.93,0.41,0.24,0.57,0.75,0.64,0.28,0.6,0.43,0.09,0.44,0.45,1
725,0.86,0.62,0.08,0.91,0.27,0.37,0.56,0.75,0.55,0.33,0.02,0.63,0.37,0.84,0.55,0.36,0.55,0.49,0.4,0.17,1
726,0.54,0.25,0.83,0.53,0.51,0.26,0.18,0.28,0.94,0.81,0.4,0.66,0.2,0.16,0.36,0.87,0.99,0.65,0.09,0.06,0
727,0.83,0.57,0.0,0.8,0.86,0.78,0.35,0.2,0.49,0.46,0.7,0.14,0.88,0.18,0.21,0.81,0.27,0.66,0.51,0.26,0
728,0.57,0.27,1.0,0.16,0.5,0.01,0.16,0.49,0.33,0.01,0.16,0.91,0.32,0.15,0.52,0.61,0.83,0.35,0.38,0.34,0
729,0.73,1.0,0.19,0.51,0.67,0.61,0.4,0.51,0.68,0.67,0.07,0.56,0.93,0.44,0.76,0.98,0.02,0.39,0.61,0.64,1
730,0.75,0.83,0.81,0.2,0.09,0.34,0.88,0.78,0.86,0.79,0.39,0.76,0.42,0.95,0.76,0.97,0.59,0.26,0.62,0.8,0
731,0.5,0.09,0.41,0.65,0.87,0.07,0.23,0.9,0.96,0.6,0.4,0.72,0.39,0.58,0.59,0.11,0.93,0.02,0.07,0.8,0
732,0.46,0.27,0.43,0.87,0.38,0.11,0.27,0.07,0.24,0.44,0.36,0.43,0.04,0.18,0.32,0.83,0.08,0.04,0.51,0.2,1
733,0.8,0.92,0.58,0.98,0.96,0.13,0.73,0.47,0.07,0.33,0.11,0.79,0.14,0.53,0.73,0.24,0.94,0.77,0.2,0.11,1
734,0.73,0.36,0.15,0.97,0.67,0.54,0.01,0.82,0.65,0.83,0.66,0.1,0.91,0.39,0.61,0.79,0.14,0.48,0.8,0.19,0
735,0.66,0.67,0.29,0.77,0.15,0.54,0.59,0.45,0.11,0.67,0.08,0.93,0.99,0.95,0.81,0.22,0.1,0.93,0.18,0.35,0
736,0.93,0.88,0.97,0.89,0.66,0.39,0.32,0.9,0.85,0.83,0.58,0.53,0.66,0.66,0.91,0.02,0.07,0.19,0.74,0.9,1
737,1.0,0.23,0.55,0.66,0.25,0.11,0.75,0.2,0.61,0.62,0.05,0.61,0.63,0.01,0.5,0.06,0.06,0.83,0.54,0.55,0
738,0.39,0.25,0.56,0.1,0.89,0.87,0.99,0.42,0.79,0.6,0.32,0.39,0.47,0.78,0.63,0.49,0.83,0.57,0.92,0.61,1
739,0.76,0.99,0.38,0.07,0.74,0.78,0.58,0.26,0.28,0.91,0.53,0.54,0.53,0.39,0.7,0.39,0.63,0.73,0.32,0.66,1
740,0.73,0.16,0.4,0.48,0.93,0.17,0.68,0.4,0.64,0.37,0.14,0.96,0.05,0.07,0.23,0.2,0.64,0.76,0.59,0.83,0
741,0.33,0.05,0.24,0.98,0.96,0.77,0.83,0.31,0.05,0.72,0.05,0.54,0.71,0.04,0.87,0.5,0.76,0.07,0.81,0.82,1
742,0.8,0.23,0.53,0.45,0.74,1.0,0.62,0.58,0.54,0.84,0.18,0.97,0.01,0.56,0.54,0.26,0.3,0.55,0.83,0.58,0
743,0.51,0.27,0.5,0.35,0.42,0.29,0.35,0.55,0.32,0.19,0.45,0.53,0.48,0.32,0.82,0.68,0.39,0.87,0.04,0.53,1
744,0.66,0.39,0.96,0.66,0.08,0.84,0.77,0.93,0.4,0.2,0.18,1.0,0.64,0.26,0.66,0.8,0.12,0.71,0.89,0.31,0
745,0.55,0.32,0.72,0.54,0.78,0.99,0.08,0.84,0.74,0.28,0.48,0.2,0.33,0.5,0.95,0.0,0.59,0.95,0.3,0.35,1
746,0.81,0.82,0.38,0.43,0.47,0.74,0.49,0.67,0.5,0.45,0.04,0.37,0.16,0.39,0.83,0.97,0.11,0.27,0.24,0.09,1
747,0.63,0.92,0.56,0.49,0.45,0.92,0.13,0.16,0.45,0.35,0.57,0.04,0.3,0.43,0.79,0.79,0.59,0.2,0.32,0.41,1
748,0.8,0.57,0.16,0.93,0.12,0.28,0.57,0.32,0.8,0.05,0.73,0.73,0.68,0.04,0.17,0.76,0.19,0.69,0.53,0.45,1
749,0.29,0.54,0.76,0.49,0.76,0.95,0.02,1.0,0.27,0.63,0.12,0.45,0.36,0.31,0.5,0.15,0.5,0.37,0.45,0.23,1
750,1.0,0.81,0.11,0.52,0.32,0.98,0.41,0.45,0.71,0.4,0.79,0.22,0.38,0.79,0.17,0.83,0.43,0.08,0.52,0.89,1
751,0.56,0.32,0.31,0.59,0.01,0.97,0.02,0.63,0.16,0.94,0.27,0.0,0.56,0.22,0.12,0.96,0.19,0.76,0.06,0.85,1
752,0.54,0.6,0.34,0.77,0.33,0.82,0.8,0.39,0.68,0.33,0.35,0.34,0.49,0.99,0.77,0.67,0.63,0.75,0.55,0.91,1
753,0.78,0.49,0.69,0.53,0.78,0.33,0.36,0.78,0.82,0.06,0.08,0.77,0.02,0.03,0.27,0.8,0.59,0.76,0.82,0.61,0
754,0.66,0.4,0.45,0.27,1.0,0.8,0.39,0.71,0.6,0.45,0.53,0.64,0.29,0.09,0.15,0.46,0.09,0.57,0.46,0.71,1
755,0.63,0.18,0.72,0.67,0.85,0.57,0.71,0.52,0.82,0.71,0.0,0.63,0.8,0.61,0.33,0.25,0.06,0.89,0.41,0.95,0
756,0.8,0.03,0.26,0.0,0.2,0.38,0.2,0.95,0.63,0.83,0.43,0.37,0.35,0.51,0.04,0.4,0.42,0.86,0.98,0.12,1
757,0.47,0.29,0.12,0.73,0.84,0.15,0.03,0.43,0.09,0.39,0.29,0.38,0.19,0.53,0.74,0.67,0.52,0.71,0.9,0.89,1
758,0.88,0.21,0.84,0.36,0.55,0.34,0.41,0.08,0.82,0.08,0.03,0.94,0.32,0.27,0.09,0.02,0.92,0.21,0.4,0.0,0
759,0.62,0.3,0.44,0.93,0.52,0.4,0.37,0.17,0.63,0.53,0.57,0.73,0.19,0.87,0.91,0.61,0.88,0.02,0.75,0.23,1
760,0.98,0.21,0.41,0.28,0.74,0.0,0.76,0.63,0.37,0.93,0.56,0.65,0.23,0.93,0.35,0.33,0.48,0.51,0.54,0.42,1
761,0.88,0.82,0.58,0.26,0.65,0.39,0.52,0.11,0.17,0.11,0.28,0.94,0.72,0.28,0.53,0.84,0.62,0.68,0.7,0.97,0
762,0.8,0.65,0.14,0.73,0.17,0.69,0.24,0.36,0.65,0.46,0.16,0.67,0.1,0.27,0.23,0.83,0.12,0.92,0.49,0.13,1
763,0.76,0.74,0.93,0.38,0.26,0.79,0.94,0.36,0.92,0.31,0.17,0.0,0.81,0.36,0.93,0.32,0.26,0.66,0.22,0.43,0
764,0.45,0.23,0.49,0.74,0.09,0.55,0.07,0.92,0.27,0.11,0.11,0.21,0.51,0.19,0.77,0.85,0.1,0.9,0.84,0.11,0
765,0.96,0.54,0.61,0.24,0.33,0.22,0.32,0.28,0.92,0.82,0.59,0.85,0.13,0.26,0.47,0.64,0.52,0.69,0.03,0.68,1
766,0.34,0.82,0.18,0.63,0.42,0.2,0.14,0.14,0.79,0.78,0.22,0.29,0.18,0.97,0.11,0.17,0.39,0.59,0.19,0.82,1
767,0.65,0.24,0.92,0.56,0.67,1.0,0.92,0.23,0.21,0.5,0.54,0.25,0.19,0.86,0.51,0.12,1.0,0.93,0.08,0.57,0
768,0.6,0.5,0.75,0.18,0.35,0.79,0.99,0.21,0.55,0.25,0.11,0.93,0.07,0.26,0.64,0.67,0.97,0.79,0.49,0.76,0
769,0.85,0.7,0.72,0.59,0.44,0.66,0.33,0.74,0.58,0.51,0.11,0.94,0.55,0.08,0.94,0.11,0.73,0.26,0.44,0.08,0
770,0.71,0.22,0.99,0.25,0.03,0.93,0.3,0.55,0.85,0.2,0.64,0.23,0.14,0.51,0.66,0.56,0.43,0.23,0.88,0.23,1
771,0.92,0.48,0.97,0.3,0.6,0.67,0.38,0.01,0.5,0.04,0.18,0.81,0.15,0.05,0.88,0.93,0.99,0.55,0.91,0.47,0
772,0.72,0.4,0.27,0.31,0.06,0.19,0.85,0.26,0.63,0.28,0.39,0.72,0.41,0.22,0.34,0.69,0.76,0.64,0.22,0.44,1
773,0.95,0.51,0.13,0.79,0.73,0.16,0.22,0.36,0.62,0.57,0.33,0.08,0.83,0.13,0.59,0.56,0.83,0.21,0.78,0.71,0
774,0.77,0.92,0.14,0.27,0.02,0.46,0.78,0.16,0.38,0.51,0.48,0.4,0.97,0.52,0.33,0.56,0.2,0.78,0.5,0.27,0
775,0.74,0.48,0.62,0.15,0.5,0.57,0.22,0.66,0.45,0.02,0.02,0.41,0.83,0.64,0.79,0.14,0.37,0.45,0.81,0.93,1
776,0.51,0.82,0.83,0.75,0.85,0.54,0.37,0.92,0.62,0.17,0.34,0.11,0.71,0.39,0.82,0.34,0.14,0.84,0.84,0.21,1
777,0.46,0.07,0.86,0.93,0.59,0.78,0.15,0.8,0.58,0.24,0.18,0.39,0.91,0.75,0.38,0.88,0.05,0.88,0.69,0.49,1
778,0.87,0.3,0.98,0.99,0.63,0.63,0.03,0.15,0.85,0.27,0.38,0.99,0.44,0.33,0.64,0.81,0.92,0.86,0.16,0.51,0
779,0.94,0.89,0.48,0.45,0.24,0.54,0.69,0.53,0.88,0.72,0.94,0.21,0.49,0.41,0.1,0.86,0.38,0.77,0.35,0.07,0
780,0.34,0.33,0.55,0.52,0.53,0.37,0.07,0.22,0.2,0.04,0.1,0.01,0.58,0.64,0.24,0.32,0.17,0.58,0.04,0.25,1
781,0.87,0.81,0.63,0.7,0.16,0.54,0.97,0.2,0.32,0.93,0.19,0.65,0.4,0.51,0.99,0.49,0.18,0.55,0.14,0.27,0
782,0.74,0.46,0.83,0.41,0.17,0.04,0.78,0.9,0.16,0.16,0.17,0.2,0.18,0.3,0.85,0.6,0.55,0.01,0.74,0.05,0
783,0.07,0.92,0.24,0.87,0.91,0.04,0.76,0.32,0.98,0.45,0.02,0.73,0.71,0.0,0.97,0.4,0.18,0.59,0.1,0.12,0
784,0.69,0.83,0.53,0.22,0.93,0.58,0.17,0.31,0.4,0.28,0.45,0.11,0.94,0.49,0.61,0.33,0.79,0.31,0.01,0.12,1
785,0.34,0.36,0.57,0.82,0.1,0.36,0.91,0.39,0.89,0.49,0.22,0.55,0.08,0.81,0.13,0.66,0.59,0.89,0.48,0.2,1
786,0.8,0.92,0.6,0.55,0.52,0.56,0.13,0.8,0.22,0.01,0.48,0.32,0.93,0.57,0.05,0.63,0.53,0.04,0.14,0.21,1
787,0.57,0.93,0.66,0.82,0.66,0.45,0.41,0.07,0.25,0.45,0.46,0.24,0.08,0.26,0.16,0.94,0.02,0.49,0.76,0.17,0
788,0.88,0.01,0.27,0.17,0.94,0.51,0.33,0.72,0.39,0.03,0.47,0.28,0.53,0.84,0.04,0.73,0.17,0.51,0.1,0.2,1
789,0.37,0.07,0.72,1.0,0.54,0.9,0.98,0.32,0.43,0.64,0.28,0.26,0.17,0.7,0.38,0.6,0.32,0.86,0.64,0.64,0
790,0.48,0.27,0.21,0.74,0.43,0.88,0.36,0.73,0.81,0.4,0.12,0.3,0.19,0.78,0.93,0.26,0.45,0.46,0.06,0.2,1
791,0.84,0.27,0.33,0.46,0.8,0.17,0.66,0.87,0.83,0.96,0.47,0.59,0.08,0.8,0.22,0.35,0.04,0.52,0.99,0.62,1
792,0.23,0.91,0.63,0.93,0.8,0.7,0.2,0.63,0.86,0.9,0.09,0.89,0.73,0.91,0.81,0.58,0.42,0.67,0.67,0.81,1
793,0.66,0.79,0.5,0.74,0.51,0.77,0.58,0.53,0.74,0.46,0.51,0.27,0.38,0.51,0.33,0.85,0.02,0.85,0.24,0.68,1
794,0.21,0.9,0.04,0.46,0.1,0.23,0.67,0.21,0.83,0.5,0.08,0.58,0.34,0.74,0.67,0.38,0.2,0.7,0.54,0.82,1
795,0.95,0.32,0.72,0.3,0.16,0.74,0.28,0.88,0.92,0.26,0.74,0.54,0.7,0.87,0.11,0.63,0.42,0.11,0.33,0.96,0
796,0.7,0.5,0.31,0.53,0.85,0.45,0.25,0.18,0.16,0.65,0.1,0.71,0.34,0.36,0.55,0.7,0.19,0.34,0.37,0.36,1
797,0.34,0.92,0.65,0.97,0.06,0.4,0.46,0.62,0.28,0.16,0.08,0.02,0.54,0.31,0.57,0.77,0.95,0.34,0.63,0.06,0
798,0.98,0.13,0.6,0.48,0.03,0.26,0.91,0.43,0.05,0.75,0.59,0.73,0.56,0.21,0.54,0.25,0.86,0.61,0.43,0.01,0
799,0.59,0.51,0.4,0.22,0.89,0.11,0.81,0.99,0.46,0.93,0.48,0.44,0.64,0.8,0.19,0.66,0.4,0.16,0.9,0.36,0
800,0.26,0.46,0.87,0.76,0.21,0.4,0.5,0.55,0.58,0.74,0.04,0.49,0.19,0.4,0.34,0.64,0.17,0.36,0.79,0.36,1
801,0.94,0.08,0.27,0.65,0.95,0.37,0.3,0.4,0.97,0.55,0.63,0.87,0.1,0.13,0.12,0.96,0.04,0.85,0.74,0.2,0
802,0.29,0.43,0.0,0.54,0.17,0.05,0.81,0.79,0.93,0.63,0.2,0.48,0.72,0.87,0.96,0.58,0.58,0.47,0.98,0.8,0
803,0.65,0.37,0.24,0.85,0.96,0.57,0.71,0.99,0.1,0.22,0.37,0.94,0.12,0.65,0.57,0.97,0.02,0.88,0.04,0.8,0
804,0.46,0.96,0.85,0.28,0.16,0.48,0.76,0.9,0.73,0.23,0.03,0.58,0.42,0.87,0.81,0.48,0.73,0.21,0.92,0.04,0
805,0.73,0.92,0.2,0.25,0.83,0.32,0.7,0.45,0.87,0.14,0.18,0.22,0.1,0.54,0.61,0.21,0.11,0.65,0.19,0.47,0
806,0.62,0.32,0.95,0.74,0.09,0.03,0.82,0.28,0.88,0.08,0.41,0.27,0.63,0.74,0.82,0.31,0.32,0.77,0.79,0.56,1
807,0.29,0.94,0.12,0.9,0.01,0.45,0.51,0.65,0.23,0.65,0.14,0.3,0.73,0.75,0.02,0.53,0.01,0.09,0.72,0.45,0
808,0.54,0.7,0.7,0.57,0.68,0.76,0.27,0.55,0.95,0.19,0.21,0.54,0.21,0.04,0.05,0.68,0.57,0.4,0.63,0.03,1
809,0.5,0.93,0.7,0.79,0.45,0.77,0.94,0.77,0.29,0.59,0.23,0.34,0.03,0.52,0.61,0.35,0.27,0.77,0.02,0.86,0
810,0.36,0.2,0.84,0.08,0.33,0.76,0.45,0.95,0.78,0.98,0.04,0.39,0.68,0.74,0.58,0.21,0.45,0.95,0.98,0.3,0
811,0.94,0.07,0.35,0.41,0.82,0.28,0.08,0.14,0.4,0.93,0.93,0.12,0.86,0.11,0.98,0.97,0.91,0.65,0.71,0.06,0
812,0.65,0.97,0.15,0.34,0.02,0.89,0.21,0.03,0.47,0.14,0.41,0.05,0.44,0.83,0.54,0.12,0.4,0.02,0.33,0.58,0
813,0.95,0.2,0.46,0.26,0.22,0.77,0.95,0.94,0.81,0.96,0.88,0.11,0.96,0.9,0.66,0.76,0.25,0.83,0.84,0.63,1
814,0.74,0.42,0.58,0.6,0.2,0.25,0.79,0.41,0.94,0.69,0.59,0.06,0.61,0.0,0.77,0.45,0.73,0.61,0.01,0.04,0
815,0.27,0.77,0.15,0.84,0.79,0.69,0.11,0.04,0.0,0.87,0.13,0.36,0.64,0.94,0.23,0.82,0.82,0.63,0.56,0.02,0
816,0.38,0.52,0.17,0.14,0.88,0.65,0.58,0.74,0.28,0.04,0.21,0.88,0.19,0.58,0.66,0.72,0.07,0.61,0.25,0.9,1
817,0.35,0.02,0.87,0.13,0.03,0.92,0.84,0.35,0.24,0.19,0.31,0.11,0.45,0.4,0.64,0.04,0.75,0.61,0.75,0.06,0
818,0.44,0.63,0.62,0.89,0.98,0.5,0.98,0.96,0.38,0.47,0.43,0.4,0.61,0.27,0.98,0.23,0.68,0.05,0.03,0.35,1
819,0.58,0.02,0.87,0.58,0.51,0.18,0.85,0.68,0.87,0.64,0.22,0.96,0.17,0.53,0.69,0.13,0.25,0.92,0.67,0.42,0
820,0.32,0.18,0.12,0.25,0.15,0.6,0.57,0.69,0.73,0.29,0.11,0.09,0.47,0.97,0.43,0.13,0.44,0.24,0.22,0.64,1
821,0.53,0.2,0.99,0.71,0.54,0.96,0.73,0.89,0.24,0.76,0.07,0.85,0.69,0.45,0.43,0.38,0.26,0.23,0.15,0.54,0
822,0.72,0.08,0.11,0.19,0.77,0.7,0.03,0.72,0.31,0.62,0.6,0.72,0.92,0.02,0.73,0.87,0.41,0.78,0.69,0.0,0
823,0.77,0.22,0.07,0.76,0.35,0.67,0.78,0.07,0.61,0.52,0.33,0.91,0.37,1.0,0.27,0.52,0.21,0.13,0.97,0.97,1
